Date,Our Portfolio,S&P500
2020-11-20,1.0,1.0
2020-11-23,1.0085485276408084,1.0056359306172162
2020-11-24,1.0324844660056205,1.02188868493168
2020-11-25,1.0263308323696771,1.020269585862554
2020-11-27,1.0229219535328256,1.0227151508363757
2020-11-30,1.0167017783612888,1.0180152136156673
2020-12-01,1.0199257962679862,1.0294894536554595
2020-12-02,1.0259729208173374,1.0313334409392902
2020-12-03,1.0174268475745751,1.0306897267330257
2020-12-04,1.0296055688446846,1.0397971847317031
2020-12-07,1.016990614827949,1.037784514130282
2020-12-08,1.0279492686225842,1.040676973231097
2020-12-09,1.031356342104902,1.0324044221656197
2020-12-10,1.0216691373734785,1.0310776709129847
2020-12-11,1.016759252020207,1.029773360443447
2020-12-14,1.0100562156538455,1.0252843116828507
2020-12-15,1.0251747845484656,1.0385322657285188
2020-12-16,1.0197156219314374,1.0403733707099334
2020-12-17,1.023663243220229,1.0463634813930913
2020-12-18,1.015574662059596,1.0426895752062704
2020-12-21,1.0093947689552076,1.038616538761066
2020-12-22,1.0039044241030608,1.0364633902299834
2020-12-23,1.008658445223275,1.037236396287485
2020-12-24,1.0125833710906702,1.04090467512197
2020-12-28,1.0100452791033327,1.0499839963589663
2020-12-29,1.0085842204234574,1.0476452824532845
2020-12-30,1.0107186412219884,1.0490507480123785
2020-12-31,1.0195566220681604,1.0558054237245338
2021-01-04,1.0172139404349703,1.040227196801688
2021-01-05,1.0284329174096043,1.0475947049085068
2021-01-06,1.070640079208859,1.0535763059369123
2021-01-07,1.0794854383185208,1.0692191787853766
2021-01-08,1.0735338995128725,1.0750911836957218
2021-01-11,1.0665259615590645,1.0680442287933234
2021-01-12,1.0818584130594733,1.0684883092441484
2021-01-13,1.08769699003617,1.0709198058371296
2021-01-14,1.0933846391564115,1.0669001606128714
2021-01-15,1.0996990101342723,1.059229118611137
2021-01-19,1.0943828882495823,1.067847408714052
2021-01-20,1.0952049488933233,1.0827285302096867
2021-01-21,1.0811722108315345,1.083071455570956
2021-01-22,1.0924687577413943,1.079810748023359
2021-01-25,1.0938855005538382,1.0837151697772207
2021-01-26,1.1012476020737951,1.0821016980604308
2021-01-27,1.0820658136183958,1.0543156165066447
2021-01-28,1.0836825931434648,1.0646063968996315
2021-01-29,1.0688713315055873,1.0440472768967546
2021-02-01,1.083376380305321,1.0608060811639897
2021-02-02,1.0881145944036852,1.0755494011536353
2021-02-03,1.0899952795906935,1.076634382134557
2021-02-04,1.1194524483301995,1.0883194420082134
2021-02-05,1.1231737186129023,1.0925611617710083
2021-02-08,1.1205634577563335,1.1006454024119663
2021-02-09,1.1207314592342332,1.0994198062488876
2021-02-10,1.1239206075148294,1.099040303097433
2021-02-11,1.1177101870096042,1.1008674083242551
2021-02-12,1.116894978891246,1.1060536311383102
2021-02-16,1.0997703403973582,1.105423985312886
2021-02-17,1.103641828925695,1.1050698052469443
2021-02-18,1.0927775391828252,1.100189998630221
2021-02-19,1.0955228023647807,1.0981492598933666
2021-02-22,1.0905855618425582,1.089657447965521
2021-02-23,1.0987029517662321,1.0910264043606774
2021-02-24,1.1049400870507746,1.1034113147114648
2021-02-25,1.0879288186175773,1.0764011215175966
2021-02-26,1.063424130362314,1.0712879856576645
2021-03-01,1.0868403531839914,1.0967747447721223
2021-03-02,1.0855139350132705,1.0879118707213262
2021-03-03,1.0792732797196984,1.0736969728413008
2021-03-04,1.0736282268930963,1.059290950860588
2021-03-05,1.0885847376139433,1.0799428535507645
2021-03-08,1.1015036991010665,1.0741551902992144
2021-03-09,1.114592526585321,1.0893594727966938
2021-03-10,1.129690271081441,1.0959286517604978
2021-03-11,1.1267136930519732,1.1073213638176629
2021-03-12,1.1409496248458093,1.108445736264938
2021-03-15,1.1486008014673463,1.11564167875175
2021-03-16,1.144606343360352,1.1138904741552187
2021-03-17,1.1507343722280605,1.1170977904818697
2021-03-18,1.1477242576794473,1.1006088246217813
2021-03-19,1.157115506297313,1.0999454833085878
2021-03-22,1.1636790060767477,1.1076727302074363
2021-03-23,1.1461921814459903,1.099220241119696
2021-03-24,1.1460339448277939,1.0932104347033613
2021-03-25,1.1610737526174106,1.0989391480078772
2021-03-26,1.1808429961969233,1.1172158276284343
2021-03-29,1.178761556922111,1.116246070117909
2021-03-30,1.1828940785048891,1.1127211515155018
2021-03-31,1.1758728549181237,1.1167519828181844
2021-04-01,1.1813066429497643,1.129957800347579
2021-04-05,1.1847718876770228,1.1462723869114928
2021-04-06,1.1839206895074297,1.145156455492722
2021-04-07,1.1910820434504288,1.1468458278398028
2021-04-08,1.1876896149746106,1.1516862429901726
2021-04-09,1.1928327903991558,1.1605771851764015
2021-04-12,1.1940717435561325,1.1603496205380248
2021-04-13,1.1965688425955685,1.1641723770567636
2021-04-14,1.1991394697728603,1.159413558515269
2021-04-15,1.2092859773074847,1.1722763134308987
2021-04-16,1.2163109700096906,1.1765068471152689
2021-04-19,1.2096438650275894,1.1702636428294773
2021-04-20,1.2150159957718496,1.162303135313668
2021-04-21,1.223439376064461,1.1731195927663547
2021-04-22,1.2148064232712164,1.1623143900183401
2021-04-23,1.2254077739005966,1.1750169712711314
2021-04-26,1.2234440003900633,1.17711116985518
2021-04-27,1.2179740337101024,1.1768582135050423
2021-04-28,1.2177405679263873,1.1758631329090041
2021-04-29,1.2250412607315426,1.1838152680225573
2021-04-30,1.2106157544301044,1.1752980643829505
2021-05-03,1.2311897606241393,1.1785278901189464
2021-05-04,1.2248004382169226,1.1706572829880204
2021-05-05,1.211159433605135,1.171480797964052
2021-05-06,1.206679906765146,1.1810464734206432
2021-05-07,1.23451610973356,1.1897547325346893
2021-05-10,1.2444203193880243,1.1773388717460531
2021-05-11,1.2297125089766379,1.1671267370332772
2021-05-12,1.2075816166585793,1.1420925680243967
2021-05-13,1.2183145611851252,1.1559954223547542
2021-05-14,1.2316788765863274,1.173240512215336
2021-05-17,1.2444027997932279,1.1702721524842299
2021-05-18,1.229308152366884,1.1603046017193355
2021-05-19,1.2281818519112908,1.1568893478612363
2021-05-20,1.2329991421451527,1.169100016168345
2021-05-21,1.231822606486995,1.1681835812525176
2021-05-24,1.229954896427209,1.1797617900580337
2021-05-25,1.2104453151296166,1.1772544614610096
2021-05-26,1.2183210328082053,1.1794639521417025
2021-05-27,1.224283655272971,1.1808383986366993
2021-05-28,1.2239533142656773,1.1817463238977741
2021-06-01,1.2272420090435132,1.1811645105672077
2021-06-02,1.2317314564613806,1.1828735786474653
2021-06-03,1.2396525395832014,1.1785812813398928
2021-06-04,1.2537122621119636,1.18899298118186
2021-06-07,1.2639477691629242,1.1880456644544317
2021-06-08,1.2618986035836481,1.1882536019858796
2021-06-09,1.261814450821407,1.1860863850739565
2021-06-10,1.272487342187753,1.191604347170856
2021-06-11,1.2756810612229779,1.193926110393281
2021-06-14,1.2709223474857747,1.1960933273052041
2021-06-15,1.2692814822683693,1.1936871537977358
2021-06-16,1.2607764709305074,1.1872530312900011
2021-06-17,1.2512381983317,1.1867357266325573
2021-06-18,1.2202962433254014,1.1711604506383757
2021-06-21,1.2401682555862705,1.187559378861085
2021-06-22,1.244359501128727,1.1936450172814626
2021-06-23,1.2469782078841642,1.192351961516597
2021-06-24,1.2531669257543712,1.1992810165249268
2021-06-25,1.2611845325252444,1.203275338663672
2021-06-28,1.256420582460505,1.2060608780700988
2021-06-29,1.2569220481628416,1.2063953624028636
2021-06-30,1.2626027557999904,1.207997648041229
2021-07-01,1.2635717623957874,1.2143053610001433
2021-07-02,1.2700957125749066,1.223412750372573
2021-07-06,1.2557283830633355,1.220939185889566
2021-07-07,1.2551924295065935,1.2250402904702034
2021-07-08,1.247368146434981,1.214552689997945
2021-07-09,1.2615234961604485,1.2282503518467744
2021-07-12,1.2670685771717438,1.232489257933401
2021-07-13,1.2613123812987752,1.2281548241095546
2021-07-14,1.2582881969224349,1.2295855441279135
2021-07-15,1.254888397254801,1.2255743399321597
2021-07-16,1.2548476747894355,1.2163349136585733
2021-07-19,1.2377235033730305,1.1970322716303767
2021-07-20,1.2675550867283016,1.2151824044496171
2021-07-21,1.2655800209140724,1.2251977190831216
2021-07-22,1.269685632574981,1.2276685385162085
2021-07-23,1.2862791496974841,1.2401237907711984
2021-07-26,1.282104407936062,1.2430780134952157
2021-07-27,1.2814522077317325,1.237220076965711
2021-07-28,1.2892712434697162,1.236989630024918
2021-07-29,1.2897674528687861,1.2421925976434856
2021-07-30,1.2756745278761052,1.235477244771436
2021-08-02,1.2783292896773515,1.2332005003677005
2021-08-03,1.295531728138127,1.2433169700907605
2021-08-04,1.2890205974109241,1.2375574436008914
2021-08-05,1.2823820316344288,1.2449895290070805
2021-08-06,1.279029277959609,1.2470752179363764
2021-08-09,1.2702966105326905,1.2459030816204915
2021-08-10,1.2706528041692924,1.247139863861995
2021-08-11,1.2805140754132112,1.248730894795688
2021-08-12,1.2851381168623046,1.2539086079549906
2021-08-13,1.284712029771997,1.2559240236063318
2021-08-16,1.2931666356304008,1.2592156129655303
2021-08-17,1.3007830775040503,1.250324670779301
2021-08-18,1.28607670903927,1.2368855926329454
2021-08-19,1.285269071830919,1.238439977150205
2021-08-20,1.295290742385462,1.248522820011744
2021-08-23,1.3009398105331098,1.2591649667945044
2021-08-24,1.297174978501957,1.2610483455446888
2021-08-25,1.291223287225425,1.263848021958204
2021-08-26,1.282178147468384,1.2564862098299696
2021-08-27,1.2976825616748633,1.2675528785828742
2021-08-30,1.3007086899331692,1.2730116848539956
2021-08-31,1.310229319796546,1.2712942443714819
2021-09-01,1.3066994895503474,1.271690492327449
2021-09-02,1.3252570587746066,1.275305448567236
2021-09-03,1.319965413676542,1.2748781815471715
2021-09-07,1.301873694433808,1.2705492378231653
2021-09-08,1.3056392669642443,1.268873933856925
2021-09-09,1.2986251059004525,1.2630299970820127
2021-09-10,1.2924193233719465,1.2532761484533985
2021-09-13,1.3049798445080356,1.2561292160878599
2021-09-14,1.2990094938223566,1.248910695565455
2021-09-15,1.3182852715596733,1.259493961027429
2021-09-16,1.314493197927345,1.25754030899929
2021-09-17,1.3049709205519768,1.2460830196427544
2021-09-20,1.2868678954465433,1.2249278806759747
2021-09-21,1.2845779814204505,1.2239328000799365
2021-09-22,1.2869500756801595,1.2355841644658236
2021-09-23,1.296576474802654,1.250577627129439
2021-09-24,1.28927969696902,1.2524047323562613
2021-09-27,1.2948492457327632,1.2489275776224638
2021-09-28,1.2827130970662035,1.2234942783552
2021-09-29,1.2954867111192343,1.2254141662693216
2021-09-30,1.2710862774763123,1.2108198338640894
2021-10-01,1.275415443850467,1.2247339428991193
2021-10-04,1.2738420808531385,1.2088296726720131
2021-10-05,1.2714115515667601,1.2215520182842292
2021-10-06,1.271396613891226,1.2265637931758615
2021-10-07,1.284209934618705,1.23674216377462
2021-10-08,1.2877880052112924,1.2343753817335053
2021-10-11,1.2971567672778712,1.225900451862668
2021-10-12,1.2900518747129033,1.2229377194838984
2021-10-13,1.2941431985118905,1.2266340664538165
2021-10-14,1.3090072874148262,1.2475642485796434
2021-10-15,1.3092268301315408,1.2568713403337604
2021-10-18,1.2940738004681729,1.2611129914703072
2021-10-19,1.3039020252377316,1.2704368280289369
2021-10-20,1.3112978190396334,1.2750917464309555
2021-10-21,1.3197323473312352,1.278911757899774
2021-10-22,1.3204111931275437,1.2775400564546975
2021-10-25,1.3185130581169127,1.2836060677681462
2021-10-26,1.3194408479868818,1.28594196799766
2021-10-27,1.3053705473403319,1.2794459446142268
2021-10-28,1.3252604470238156,1.2920219790657013
2021-10-29,1.3223062684611784,1.294540562367398
2021-11-01,1.3409387592050008,1.2968708352445755
2021-11-02,1.3722155094802588,1.3016437907931586
2021-11-03,1.4003760448604938,1.3100540747383773
2021-11-04,1.3910096303425303,1.3155326453689233
2021-11-05,1.405143907637178,1.320443265171
2021-11-08,1.3953591868084714,1.3216155387393813
2021-11-09,1.3945536630186965,1.3169915021489638
2021-11-10,1.4000463288248721,1.3061581626392682
2021-11-11,1.410951449288791,1.306877777475824
2021-11-12,1.4153679682794003,1.3163169061310982
2021-11-15,1.4051669578310748,1.3163027691240097
2021-11-16,1.401929597116477,1.3213905818984288
2021-11-17,1.4107378858186788,1.3179528186309848
2021-11-18,1.4176903773060254,1.3224137992561482
2021-11-19,1.3999112405255092,1.3205641846199814
2021-11-22,1.415891670040659,1.3163421605903631
2021-11-23,1.423214852542705,1.3185235145093748
2021-11-24,1.4202370060132294,1.3215480105113468
2021-11-26,1.3943985031562747,1.2915160663654264
2021-11-29,1.4044796535801514,1.3085643361467367
2021-11-30,1.3610829627847876,1.2837522416763925
2021-12-01,1.3533627405986561,1.2685844683428504
2021-12-02,1.3745845189752552,1.2865913095562616
2021-12-03,1.363095385336712,1.2757214608826284
2021-12-06,1.3772975537992176,1.2906867867845628
2021-12-07,1.3956088733268779,1.3174131418166923
2021-12-08,1.3978756635026477,1.3214777372333921
2021-12-09,1.3963975130407107,1.311988099659588
2021-12-10,1.3943170465369823,1.3245163702424527
2021-12-13,1.3882524302796684,1.3124153666796525
2021-12-14,1.388620042638162,1.3026107346275164
2021-12-15,1.4028301844214712,1.3239064201502055
2021-12-16,1.4018220883058632,1.3123309563946095
2021-12-17,1.4101890576211256,1.2988301146250514
2021-12-20,1.4065002946928677,1.284038962140548
2021-12-21,1.4222121806253318,1.3068665227711513
2021-12-22,1.4278027632770234,1.3201706817139338
2021-12-23,1.4374232157370754,1.3283870278822971
2021-12-27,1.4569091235750316,1.3467704899447464
2021-12-28,1.4540952394095394,1.345410043204342
2021-12-29,1.4614115997723065,1.3472961670044465
2021-12-30,1.4597820928266678,1.343268080751684
2021-12-31,1.4567083680566202,1.3397404170993565
2022-01-03,1.4528736313300321,1.3482799928958122
2022-01-04,1.454351949499142,1.3474310862080197
2022-01-05,1.4469532733829344,1.321300681513545
2022-01-06,1.4423532511513293,1.3200272528556085
2022-01-07,1.444174443325211,1.3146808563787151
2022-01-10,1.4527671143261496,1.3127863601763545
2022-01-11,1.4636821838402296,1.3248114631088639
2022-01-12,1.460024656413912,1.3285444564952154
2022-01-13,1.4599231049394106,1.3096211803659772
2022-01-14,1.462081075103325,1.3106950438947225
2022-01-18,1.4417213153733797,1.2865940546061816
2022-01-19,1.4187881596727936,1.2741275476465193
2022-01-20,1.406825299957692,1.2600645196533236
2022-01-21,1.390793649963124,1.236230623722009
2022-01-24,1.4020324047209078,1.239657132284781
2022-01-25,1.3921975395196227,1.224568141883946
2022-01-26,1.3824180346775852,1.2227354093047875
2022-01-27,1.4084312240025334,1.216152093333895
2022-01-28,1.4386190259676284,1.2457625350645833
2022-01-31,1.447746825637288,1.269289946172318
2022-02-01,1.4525189100754885,1.2780010875887802
2022-02-02,1.4461819886086846,1.290043072578298
2022-02-03,1.4483573051091583,1.258577526111603
2022-02-04,1.4412104777861998,1.2650679221427
2022-02-07,1.4477825571302718,1.2603850042314964
2022-02-08,1.4578854160364374,1.2709737597933106
2022-02-09,1.4662433136676087,1.2894247500837945
2022-02-10,1.4403492748502955,1.2660658850411544
2022-02-11,1.4331372416249484,1.2420493060376567
2022-02-14,1.4283527345411708,1.2372790955389938
2022-02-15,1.4462190863482285,1.2567869300487182
2022-02-16,1.4593352782027298,1.2578944204389846
2022-02-17,1.435927367795911,1.2312608480941547
2022-02-18,1.4265127376255902,1.22243743413596
2022-02-22,1.4159964123628466,1.2100383181518364
2022-02-23,1.4102681553493852,1.1877589439902774
2022-02-24,1.4158227315496794,1.2055240835582228
2022-02-25,1.447750039692229,1.2324948852857378
2022-02-28,1.4499562973697986,1.2294843890383582
2022-03-01,1.4394394114504847,1.2104599578195643
2022-03-02,1.4727523012693167,1.2330261896977743
2022-03-03,1.4862221966752074,1.2265470483713499
2022-03-04,1.5056501476149964,1.2168155718995843
2022-03-07,1.483277933603271,1.1808974172099822
2022-03-08,1.4716701623022375,1.1723550963636065
2022-03-09,1.483322947142878,1.2024825682467466
2022-03-10,1.4856277723552653,1.1973217371444524
2022-03-11,1.478582981159927,1.181802597421137
2022-03-14,1.475946011638449,1.1730324374313925
2022-03-15,1.499537534458532,1.1981453893729799
2022-03-16,1.5003260502641376,1.224964389839913
2022-03-17,1.5200614756574986,1.2400900266571813
2022-03-18,1.5347709648752612,1.2545523221612562
2022-03-21,1.539950170126765,1.2540070179946272
2022-03-22,1.5383230526700489,1.2681824557820511
2022-03-23,1.5279250592015676,1.2526184344925422
2022-03-24,1.545098761324125,1.2705858842395994
2022-03-25,1.5533062089997658,1.2770228890497504
2022-03-28,1.553219253324032,1.2861471604791885
2022-03-29,1.5671756290879775,1.3019108841503853
2022-03-30,1.5548884168420392,1.2937170473913668
2022-03-31,1.5439552071526579,1.273467088635742
2022-04-01,1.5541786382441671,1.2778098948618446
2022-04-04,1.5517340546390346,1.2881485763759375
2022-04-05,1.5397217298430133,1.2719800950940212
2022-04-06,1.5489671351111867,1.259620370576251
2022-04-07,1.570268024773618,1.2649780217578166
2022-04-08,1.5895417535995144,1.2616245315229198
2022-04-11,1.5764263825674703,1.240331728302647
2022-04-12,1.5860220945017443,1.2360929594685164
2022-04-13,1.594874021460258,1.2499057761614945
2022-04-14,1.581082562842718,1.2347267481232802
2022-04-18,1.5774476291412813,1.2344737917731425
2022-04-19,1.5901781308347485,1.2542964835087032
2022-04-20,1.602132524326394,1.2535207324012814
2022-04-21,1.582257822208837,1.2350276055945237
2022-04-22,1.540672995488667,1.2007678728141533
2022-04-25,1.53871248052908,1.2076097724875199
2022-04-26,1.5253600439724202,1.1736200153667917
2022-04-27,1.5222340002832704,1.1760823251451265
2022-04-28,1.521531919323962,1.205186716923043
2022-04-29,1.4776089363976244,1.1614571109282934
2022-05-02,1.4809705039670225,1.1680486620489463
2022-05-03,1.4801336981534423,1.173698661047003
2022-05-04,1.5327259022210957,1.2087481446893877
2022-05-05,1.4991512761426997,1.1656566255485663
2022-05-06,1.5182533581020166,1.1590424277660725
2022-05-09,1.488687106071608,1.1219100688705597
2022-05-10,1.4912874877618476,1.1246676087678016
2022-05-11,1.481026280383022,1.106151972551699
2022-05-12,1.4827293784730629,1.104718438857172
2022-05-13,1.504519892649298,1.1310877315209438
2022-05-16,1.510760453185187,1.1266240058458605
2022-05-17,1.5320643189975465,1.1493475977107406
2022-05-18,1.5000111473826399,1.1029194017657828
2022-05-19,1.4940857145519177,1.0964852106318
2022-05-20,1.5089773280448644,1.096645452920886
2022-05-23,1.5167472202947403,1.1169937530898988
2022-05-24,1.5215449383888087,1.1079228728814068
2022-05-25,1.5444722826499773,1.1183935912966563
2022-05-26,1.5561404656886053,1.1406308975681896
2022-05-27,1.5691276562157224,1.1688526871705445
2022-05-31,1.548639599762346,1.161518874551495
2022-06-01,1.5314574257991256,1.1528274974944577
2022-06-02,1.535047164777982,1.1740752818960407
2022-06-03,1.527073320253437,1.1548823046121524
2022-06-06,1.52209858684154,1.1585056332541956
2022-06-07,1.540789164977553,1.169538537893083
2022-06-08,1.5189429975724624,1.1569146023205026
2022-06-09,1.4906376386337894,1.129381545743102
2022-06-10,1.4742168421885962,1.0965049063649766
2022-06-13,1.4309578466761321,1.0539951319284735
2022-06-14,1.4141707672026536,1.050017691846737
2022-06-15,1.4311151963537572,1.065340080117029
2022-06-16,1.4040823757493492,1.0307037951138678
2022-06-17,1.400148762612199,1.0329722357415947
2022-06-21,1.4340414684963618,1.058256547424445
2022-06-22,1.446610964202915,1.0568791500007841
2022-06-23,1.4716607450161616,1.0669535518338187
2022-06-24,1.5077936089523838,1.099563166480966
2022-06-27,1.5102538800763061,1.0962940865311124
2022-06-28,1.489970823139957,1.074211395196329
2022-06-29,1.4949293430448929,1.0734468301673317
2022-06-30,1.482800538692897,1.0640442106759949
2022-07-01,1.4899649971083262,1.0752739353941538
2022-07-05,1.4756260738229072,1.076977307495827
2022-07-06,1.4738294181182836,1.0808255243525748
2022-07-07,1.4959079290615884,1.0969996329868275
2022-07-08,1.507410168478271,1.0960888254233365
2022-07-11,1.5021457430649927,1.0834537037723317
2022-07-12,1.4881752570797857,1.0734383891388275
2022-07-13,1.4832256806684254,1.068654178885572
2022-07-14,1.4781131497681277,1.065449676235089
2022-07-15,1.5000753238039122,1.08590764114841
2022-07-18,1.4883862346139538,1.0768255748614937
2022-07-19,1.518436979706718,1.106576425895595
2022-07-20,1.5150187989564445,1.1131005860407093
